set;id;link
MRD;46105;https://cards.scryfall.io/large/front/d/f/df2b90b8-8306-4543-b9f4-3cfd033f5ca5.jpg
MRD;46106;https://cards.scryfall.io/large/front/a/1/a15397bc-c400-4f8d-b206-08a4d65e76ff.jpg
MRD;46103;https://cards.scryfall.io/large/front/1/4/147c826a-b664-4afa-ae7f-284ddce80861.jpg
MRD;48401;https://cards.scryfall.io/large/front/d/b/db5a91db-1b86-4471-badc-884142c355ca.jpg
MRD;48400;https://cards.scryfall.io/large/front/1/3/133b367c-b1a1-46f7-a539-a33ee655affb.jpg
MRD;46102;https://cards.scryfall.io/large/front/7/3/73ff7383-71da-46ae-849f-349c40815a29.jpg
MRD;46109;https://cards.scryfall.io/large/front/a/8/a800f326-3416-4917-a1cf-0f90255777d3.jpg
MRD;46109t;https://cards.scryfall.io/large/front/d/a/da6283ba-1297-4c7d-8744-f530c04194cd.jpg
MRD;48409;https://cards.scryfall.io/large/front/5/b/5bac2d0d-43db-41f7-99dd-9ff55a4f2b3b.jpg
MRD;48408;https://cards.scryfall.io/large/front/5/b/5bac2d0d-43db-41f7-99dd-9ff55a4f2b3b.jpg
MRD;48082;https://cards.scryfall.io/large/front/3/2/328f3afb-1a56-42a5-bd1e-3e704291972f.jpg
MRD;49050;https://cards.scryfall.io/large/front/2/f/2f28ecdc-a4f0-4327-a78c-340be41555ee.jpg
MRD;48083;https://cards.scryfall.io/large/front/e/e/ee355d1b-5d64-4328-94d6-7a58889b99bc.jpg
MRD;47791;https://cards.scryfall.io/large/front/6/5/65704c0f-cc97-490e-a0f7-fab9a18e1e88.jpg
MRD;46582;https://cards.scryfall.io/large/front/e/8/e83d1ed5-3a49-4cfa-bad2-e342ef28649e.jpg
MRD;49055;https://cards.scryfall.io/large/front/d/a/daf180c6-7ab6-4922-9f5e-73b4f2c9488a.jpg
MRD;49053;https://cards.scryfall.io/large/front/5/6/561cab0e-8874-4534-bf79-0c1488a9f0a5.jpg
MRD;46699;https://cards.scryfall.io/large/front/9/b/9bdcc966-7837-463f-ae26-1096f34ac8c0.jpg
MRD;46579;https://cards.scryfall.io/large/front/2/e/2e9734b1-c5fb-4b2b-bada-c45c3a725e01.jpg
MRD;46577;https://cards.scryfall.io/large/front/2/8/2873b6d5-af76-498c-bc2d-a26c36be3cbd.jpg
MRD;48191;https://cards.scryfall.io/large/front/1/4/1431354a-fcfa-4f67-a822-6dcc4d13ac3f.jpg
MRD;49048;https://cards.scryfall.io/large/front/1/4/143e7a81-fb3d-4bad-854a-b24138ca7415.jpg
MRD;46572;https://cards.scryfall.io/large/front/3/b/3b9d100d-d20b-4018-8518-609113ec36d7.jpg
MRD;46694;https://cards.scryfall.io/large/front/4/0/407dad3c-d721-412a-8b29-bc15be56d2fe.jpg
MRD;46694t;https://cards.scryfall.io/large/front/0/4/0436e71b-c1f9-4ca8-a29c-775da858a0cd.jpg
MRD;49047;https://cards.scryfall.io/large/front/b/0/b0f5c84f-1924-4a4a-84c1-00dcb756e9c9.jpg
MRD;48077;https://cards.scryfall.io/large/front/d/2/d2ed2990-e5bf-4567-9a41-1846108a8aeb.jpg
MRD;49046;https://cards.scryfall.io/large/front/6/d/6d929b28-c184-4e77-a40b-ee43b8a37d79.jpg
MRD;49045;https://cards.scryfall.io/large/front/f/3/f3f792d7-75be-429e-8f62-0b563b103642.jpg
MRD;47781;https://cards.scryfall.io/large/front/2/4/24fc3c5e-025d-4b21-af86-9c861658d32e.jpg
MRD;48194;https://cards.scryfall.io/large/front/b/7/b77baad4-2bd6-492a-86ca-8e0088b751d2.jpg
MRD;48073;https://cards.scryfall.io/large/front/a/9/a91376ed-5868-4887-8389-5ef5b9471786.jpg
MRD;48074;https://cards.scryfall.io/large/front/a/5/a5cd231b-7891-42b5-b5de-5112d1230c37.jpg
MRD;48195;https://cards.scryfall.io/large/front/e/2/e223e822-a7a0-48d1-9bb7-88ee3d939c6f.jpg
MRD;49835;https://cards.scryfall.io/large/front/0/5/056affab-4e2a-4b68-b864-d879becd3c45.jpg
MRD;39597;https://cards.scryfall.io/large/front/4/1/41ff849e-2439-4690-8aa4-769039b6da4c.jpg
MRD;39599;https://cards.scryfall.io/large/front/e/1/e14011b3-56ce-4b93-833f-d8403809159c.jpg
MRD;39598;https://cards.scryfall.io/large/front/9/9/991037a2-fea2-49f5-8ace-ebbf9f678cff.jpg
MRD;43614;https://cards.scryfall.io/large/front/9/c/9cc32bfc-7d87-46d9-a424-eac64eefd7ea.jpg
MRD;48180;https://cards.scryfall.io/large/front/9/c/9c9e7029-bea3-4a33-bd05-774e802616d4.jpg
MRD;48189;https://cards.scryfall.io/large/front/a/1/a1d5e4c8-dfd0-45bc-8000-ebfaccfefec3.jpg
MRD;34901;https://cards.scryfall.io/large/front/d/d/ddba1566-2778-4636-b4d3-9095fb2d83c8.jpg
MRD;48184;https://cards.scryfall.io/large/front/1/7/17320043-f81c-4e14-b9ba-c1309972c22b.jpg
MRD;46559;https://cards.scryfall.io/large/front/2/9/2905f6ac-d054-454b-8e1a-9c32db13a581.jpg
MRD;46556;https://cards.scryfall.io/large/front/0/7/07a194cb-53c9-4690-ba63-79beecaebe0e.jpg
MRD;46557;https://cards.scryfall.io/large/front/8/b/8b38da97-5141-4de6-bd7f-3fcbf46cfd96.jpg
MRD;46434;https://cards.scryfall.io/large/front/2/7/27c5381c-2e79-41fa-b1d7-2cf0c6dc1808.jpg
MRD;49828;https://cards.scryfall.io/large/front/f/0/f01233c2-6df0-4f0e-8668-3855868731ea.jpg
MRD;48178;https://cards.scryfall.io/large/front/c/4/c4ab6c59-cd0f-4c29-8e26-6882dca61fb7.jpg
MRD;46550;https://cards.scryfall.io/large/front/c/5/c5474bcc-4ffd-4b6d-98d0-891b766d5961.jpg
MRD;48055;https://cards.scryfall.io/large/front/3/c/3cf8d47d-6ecb-424a-a908-a6501f308c8e.jpg
MRD;48056;https://cards.scryfall.io/large/front/d/1/d1193164-5ee5-40ff-b244-f80d426bbf89.jpg
MRD;46791;https://cards.scryfall.io/large/front/3/c/3cb1b869-3e2d-4447-a12d-e790883feeee.jpg
MRD;48053;https://cards.scryfall.io/large/front/e/c/ec5e72f6-f573-4e37-9daa-abe6561ab086.jpg
MRD;48174;https://cards.scryfall.io/large/front/9/6/967a08cd-72b3-4b3f-9f23-15697704acb3.jpg
MRD;48054;https://cards.scryfall.io/large/front/2/8/28aa6682-bf11-4959-9d07-423a55f35199.jpg
MRD;48052;https://cards.scryfall.io/large/front/8/d/8defd53c-3792-4ed3-aee9-cffda2b8a8b6.jpg
MRD;48605;https://cards.scryfall.io/large/front/d/d/ddaa5c60-054f-4397-a110-21df58264caf.jpg
MRD;48603;https://cards.scryfall.io/large/front/8/1/81fff4cc-b2ab-4a41-bede-0d807552ba46.jpg
MRD;46546;https://cards.scryfall.io/large/front/9/b/9b4f880d-6262-429f-91b7-def417aa13bd.jpg
MRD;46546t;https://cards.scryfall.io/large/front/b/3/b3c9a097-219b-4aaf-831f-cc0cddbcfaae.jpg
MRD;48600;https://cards.scryfall.io/large/front/7/5/75e84098-c15c-40f4-9d8a-3fa5da26a268.jpg
MRD;48167;https://cards.scryfall.io/large/front/4/f/4ffd5a69-05b6-4fc4-8186-503a2e204330.jpg
MRD;48046;https://cards.scryfall.io/large/front/c/d/cd46bfba-0685-4dcb-9b63-f90da8fb0ce7.jpg
MRD;48047;https://cards.scryfall.io/large/front/a/4/a48d44b4-1c3b-4109-aaad-8351bf8a7624.jpg
MRD;49009;https://cards.scryfall.io/large/front/4/e/4e50ee7c-f2a2-4d49-a1cc-8233fd8dd0c5.jpg
MRD;48159;https://cards.scryfall.io/large/front/7/f/7ffaa6a2-7c86-45b4-8892-b837e05f11a6.jpg
MRD;46091;https://cards.scryfall.io/large/front/2/2/22a04ccb-cb57-4548-81db-e1b77b09f5da.jpg
MRD;48390;https://cards.scryfall.io/large/front/5/c/5c7ce5d5-e51a-4dbc-82f2-b79c88769a7b.jpg
MRD;46090;https://cards.scryfall.io/large/front/a/0/a037ef49-8849-41aa-aa6e-3ac6ee34cdad.jpg
MRD;48156;https://cards.scryfall.io/large/front/e/b/ebc3824c-11ee-4fec-9397-823783b682d9.jpg
MRD;48399;https://cards.scryfall.io/large/front/9/3/934936d1-f470-47fa-ac28-344020c9fc76.jpg
MRD;48397;https://cards.scryfall.io/large/front/1/4/14a04bbd-1d07-4b11-aa54-01790b9dd3a0.jpg
MRD;48155;https://cards.scryfall.io/large/front/f/5/f5280aef-dfd2-4d52-bc87-4a6d1f2bd173.jpg
MRD;46094;https://cards.scryfall.io/large/front/f/d/fd2381b3-ebf8-4c65-8e89-e089c2e57145.jpg
MRD;5585;https://cards.scryfall.io/large/front/2/3/23510414-974e-4510-9742-884ecd572ad8.jpg
MRD;46080;https://cards.scryfall.io/large/front/8/5/85866351-a721-4b3c-9b6f-4d291daab657.jpg
MRD;46081;https://cards.scryfall.io/large/front/4/d/4dd09c01-5a77-4992-96ae-c395a5966a92.jpg
MRD;46760;https://cards.scryfall.io/large/front/9/8/987910b0-0419-45ff-bda6-c6683fd00e49.jpg
MRD;46089;https://cards.scryfall.io/large/front/3/5/35964fa6-800d-41d6-9f82-fb9c87deee56.jpg
MRD;48386;https://cards.scryfall.io/large/front/6/7/670c3106-71fc-464e-8c94-81bf7fafc3e6.jpg
MRD;48385;https://cards.scryfall.io/large/front/c/3/c3216148-f64e-434b-80b8-772f6eb831ca.jpg
MRD;48385t;https://www.mtg.onl/static/115b4e620e7ac0442355b28e5dc03673/4d406/PROXY_Beast_G_5_5.jpg
MRD;46084;https://cards.scryfall.io/large/front/4/2/427c6350-af52-45f1-8024-5f31aa62a0d0.jpg
MRD;48383;https://cards.scryfall.io/large/front/d/d/dd037f62-7cef-4737-b575-942c5959f1ea.jpg
MRD;46085;https://cards.scryfall.io/large/front/e/f/efb965a7-877a-4302-b507-25b0a9e32d9b.jpg
MRD;46082;https://cards.scryfall.io/large/front/5/2/52fd15b0-4ada-41c7-81e0-4f8956798685.jpg
MRD;49108;https://cards.scryfall.io/large/front/d/6/d6b50bda-f19f-4991-977b-de794f11103d.jpg
MRD;48138;https://cards.scryfall.io/large/front/e/e/ee30527c-0eb1-4b66-9028-1607a960019a.jpg
MRD;48931;https://cards.scryfall.io/large/front/9/b/9bdd01de-2ac6-4393-ad53-d52df137bc08.jpg
MRD;48139;https://cards.scryfall.io/large/front/1/d/1dc312c0-14da-4b23-8293-6fa41bdd3167.jpg
MRD;48930;https://cards.scryfall.io/large/front/d/5/d54fbd8a-1e2a-450e-98f2-26bbc9e9ac79.jpg
MRD;46079;https://cards.scryfall.io/large/front/8/9/89c24cb4-4d7d-41df-b5c2-bd967a6a5d7e.jpg
MRD;48378;https://cards.scryfall.io/large/front/7/8/780199bc-dce4-4ed0-88fb-7d288f304e69.jpg
MRD;48377;https://cards.scryfall.io/large/front/e/b/eb94bc02-b348-43c2-9e78-e2e3fd541d6a.jpg
MRD;49101;https://cards.scryfall.io/large/front/c/4/c455c8d4-6f20-4dcb-8e82-c2bb70d6bc3e.jpg
MRD;48132;https://cards.scryfall.io/large/front/e/2/e2ab98a1-664c-4775-a3dd-22a15e2f836b.jpg
MRD;46075;https://cards.scryfall.io/large/front/d/5/d5cd05d7-eb2d-489d-ad1c-5527d3336a6d.jpg
MRD;46074;https://cards.scryfall.io/large/front/c/5/c5a6e960-169d-431a-9ebd-c4413aa67377.jpg
MRD;46071;https://cards.scryfall.io/large/front/c/1/c17ac7c1-6d53-40b4-921f-4e23e4026041.jpg
MRD;46072;https://cards.scryfall.io/large/front/e/9/e9b766e7-fe4a-47fb-949b-e046b5a38d91.jpg
MRD;48923;https://cards.scryfall.io/large/front/7/8/78a5d49a-747e-4ec8-a20a-ca917c315774.jpg
MRD;46741;https://cards.scryfall.io/large/front/8/7/878b0159-6917-45d3-b9ea-562ac49f0b8f.jpg
MRD;48125;https://cards.scryfall.io/large/front/0/8/083f3b83-b7d3-472f-87b2-ed247c9c937e.jpg
MRD;48126;https://cards.scryfall.io/large/front/e/5/e59c09a0-a374-46c1-978f-ec7478dc7ab7.jpg
MRD;46069;https://cards.scryfall.io/large/front/0/2/0286b42a-295b-467c-a1d8-0b31774b7ac5.jpg
MRD;48925;https://cards.scryfall.io/large/front/f/9/f98ce711-8f68-4487-b67b-be35796ffcff.jpg
MRD;46066;https://cards.scryfall.io/large/front/2/8/2877281d-c85d-4f32-b40d-828b93c4ee8e.jpg
MRD;46067;https://cards.scryfall.io/large/front/9/4/94db07aa-43d3-41b5-924e-60f1756b9c69.jpg
MRD;46064;https://cards.scryfall.io/large/front/5/d/5da5587d-6b6c-4645-8cc9-2866d1e6911b.jpg
MRD;48121;https://cards.scryfall.io/large/front/1/3/13e731de-32e9-4dae-804f-9b962b457cf3.jpg
MRD;48122;https://cards.scryfall.io/large/front/0/2/02f0067c-2d38-46bd-b52e-070c2ce424f0.jpg
MRD;46065;https://cards.scryfall.io/large/front/7/3/73866487-33f4-4f64-b100-2c4ddadcd74e.jpg
MRD;46063;https://cards.scryfall.io/large/front/c/c/cc857fbd-8e0f-4bff-8f14-561c9925c484.jpg
MRD;50538;https://cards.scryfall.io/large/front/7/8/783fe67f-59f7-46f0-bfa4-fa4a65c9c33c.jpg
MRD;50537;https://cards.scryfall.io/large/front/b/0/b088832c-6119-4460-98b7-ae25cf70b2c5.jpg
MRD;46061;https://cards.scryfall.io/large/front/a/9/a9519f2a-e98d-4f84-885c-24a9849a996d.jpg
MRD;48913;https://cards.scryfall.io/large/front/3/6/361a524c-17aa-43a0-8aea-1d26a9a1044c.jpg
MRD;48119;https://cards.scryfall.io/large/front/b/c/bc3c8db7-cf58-4571-b4ad-2b68d73495b2.jpg
MRD;46733;https://cards.scryfall.io/large/front/6/6/66372597-c182-4850-a630-231737b1482b.jpg
MRD;48910;https://cards.scryfall.io/large/front/3/d/3d641aaf-e2ff-4ccb-9e4e-27bbfc31ba8c.jpg
MRD;48116;https://cards.scryfall.io/large/front/2/b/2b34e76b-86b3-464e-93e7-c3f2074028fb.jpg
MRD;46059;https://cards.scryfall.io/large/front/b/1/b13328a9-fc03-4c1b-b1b7-61cd41766300.jpg
MRD;46730;https://cards.scryfall.io/large/front/7/6/76be1ca8-b68e-436d-86b6-2a2a07da1be9.jpg
MRD;46057;https://cards.scryfall.io/large/front/b/9/b92cce55-22ee-40a7-bb94-4889093f142c.jpg
MRD;48114;https://cards.scryfall.io/large/front/2/9/29de2f4c-81a6-42c7-94d1-f9109c3331ff.jpg
MRD;48599;https://cards.scryfall.io/large/front/f/1/f14f303e-371b-47dd-bbb8-7f3e44ef9af0.jpg
MRD;48919;https://cards.scryfall.io/large/front/0/8/0899f753-c229-4cdf-a60c-4978a6506def.jpg
MRD;48917;https://cards.scryfall.io/large/front/c/9/c96d7230-c7ca-4613-ae7e-88a0e6270b98.jpg
MRD;48916;https://cards.scryfall.io/large/front/e/4/e4c79155-b6d8-46df-891f-487b24c4e0d5.jpg
MRD;48915;https://cards.scryfall.io/large/front/4/0/409087ef-8232-489c-8b98-b601bb0a47a4.jpg
MRD;48914;https://cards.scryfall.io/large/front/0/e/0eb67150-53e4-4164-bea5-dd3659469b8e.jpg
MRD;48597;https://cards.scryfall.io/large/front/d/c/dca1eb7b-e964-4c36-8fc5-e1d2a98e841f.jpg
MRD;49444;https://cards.scryfall.io/large/front/a/1/a1a64356-3064-47a2-80be-5e2f56c85556.jpg
MRD;46055;https://cards.scryfall.io/large/front/0/9/0950bfe7-2600-4e01-8f54-f03a5c023520.jpg
MRD;48112;https://cards.scryfall.io/large/front/2/4/246a68e9-fd19-4a1e-8c7b-fcd3f7306dfb.jpg
MRD;48113;https://cards.scryfall.io/large/front/f/3/f3792e8b-4ad7-4e2d-994c-c4eaac0fa55f.jpg
MRD;46056;https://cards.scryfall.io/large/front/a/5/a52b2dc4-4fb3-4ddf-bdb6-c63e8c8efc09.jpg
MRD;49443;https://cards.scryfall.io/large/front/7/2/72b2d227-68b3-40e8-bef7-45ea43e17318.jpg
MRD;48595;https://cards.scryfall.io/large/front/7/5/75e5bcc2-9203-4526-a9a9-fac6fd02a854.jpg
MRD;48110;https://cards.scryfall.io/large/front/9/7/97b9bab9-12ee-4da5-9d53-d0b82d9279cd.jpg
MRD;46053;https://cards.scryfall.io/large/front/b/1/b1b19949-90c9-46f1-85d4-d6eda0b7977e.jpg
MRD;48594;https://cards.scryfall.io/large/front/f/c/fcfcb643-bbd1-419a-b1a8-daae1062c8bc.jpg
MRD;49440;https://cards.scryfall.io/large/front/6/2/622a6523-3b12-4657-a656-00a57a3ae59c.jpg
MRD;46051;https://cards.scryfall.io/large/front/e/1/e197af6a-24ac-4f3b-ab3c-736f4057748b.jpg
MRD;48592;https://cards.scryfall.io/large/front/f/7/f7654d8a-7013-4311-b29e-b55aaa1bf502.jpg
MRD;48591;https://cards.scryfall.io/large/front/b/e/beccbb2c-ca1d-4b72-9eca-a64a313fd830.jpg
MRQ;20456;https://cards.scryfall.io/large/front/6/3/63565b03-28e9-4534-b085-d5803e2623bb.jpg
MRQ;19588;https://cards.scryfall.io/large/front/1/7/175ed19c-9635-45ee-bb2c-32b96270a246.jpg
MRQ;19587;https://cards.scryfall.io/large/front/2/9/29cd6685-37ca-47c7-8f64-1fb86e9610ca.jpg
MRQ;20454;https://cards.scryfall.io/large/front/8/d/8d505fbb-ec85-475b-a0e1-6670627ec017.jpg
MRQ;21300;https://cards.scryfall.io/large/front/d/f/dfc0ea8a-62f6-49e8-8eec-9748870bc596.jpg
MRQ;19589;https://cards.scryfall.io/large/front/6/7/67ced38e-0f33-4bda-8e18-09f6ac03a3d7.jpg
MRQ;19584;https://cards.scryfall.io/large/front/c/f/cfb648e3-f5ad-4b33-afa3-d4cda0d369a1.jpg
MRQ;19583;https://cards.scryfall.io/large/front/d/2/d2b2d07a-9ea1-430d-b432-ae507f4fe73b.jpg
MRQ;19586;https://cards.scryfall.io/large/front/8/b/8b60f86f-c78a-4dfb-bb18-e9bcf21b26c4.jpg
MRQ;19585;https://cards.scryfall.io/large/front/f/c/fc826c88-fe3c-4004-8283-27910c550fae.jpg
MRQ;19580;https://cards.scryfall.io/large/front/a/9/a98bdbf1-32a6-4d9b-8e57-5d3aca6b05bc.jpg
MRQ;19582;https://cards.scryfall.io/large/front/7/3/73b6ce76-0ed0-4994-ae2c-d8e51ae09920.jpg
MRQ;19581;https://cards.scryfall.io/large/front/a/4/a43cf59e-7583-4651-968a-2a7201c69b6b.jpg
MRQ;21306;https://cards.scryfall.io/large/front/f/6/f615f531-e8af-4f7b-a4ea-fb962149093f.jpg
MRQ;19598;https://cards.scryfall.io/large/front/c/2/c2103a44-87e5-40cd-a0de-cd19456a8366.jpg
MRQ;19595;https://cards.scryfall.io/large/front/1/8/18a3cca1-e50e-49b6-9e1a-f86640e3b177.jpg
MRQ;19594;https://cards.scryfall.io/large/front/6/a/6ab963aa-2304-4ee6-a8c7-c485c5133b40.jpg
MRQ;19597;https://cards.scryfall.io/large/front/d/1/d1637b62-e364-4250-aad5-841c6a47a11e.jpg
MRQ;19596;https://cards.scryfall.io/large/front/6/a/6a0054c1-6510-41dd-8695-9bf50296b615.jpg
MRQ;19591;https://cards.scryfall.io/large/front/c/2/c2d84fec-18f1-4231-a293-0dc1ff868a40.jpg
MRQ;19590;https://cards.scryfall.io/large/front/d/2/d2544c9d-adc2-4d67-8850-9af38e73ea1e.jpg
MRQ;19593;https://cards.scryfall.io/large/front/5/5/55cd09ef-1655-4a62-b6c5-6eda33d2607a.jpg
MRQ;19592;https://cards.scryfall.io/large/front/a/6/a6aacc3e-fe37-4a08-83e6-7ee8c0c0af74.jpg
MRQ;19566;https://cards.scryfall.io/large/front/9/4/947fc270-11e3-46cd-9086-e880a5845c79.jpg
MRQ;19565;https://cards.scryfall.io/large/front/6/4/64ee32f9-6120-4f15-a692-89a4cd8167c6.jpg
MRQ;19568;https://cards.scryfall.io/large/front/8/e/8e23f5a1-bf3e-41e0-875f-fc2f8508e69f.jpg
MRQ;19689;https://cards.scryfall.io/large/front/2/0/20aa9108-470c-484d-908a-c31cf6935765.jpg
MRQ;19567;https://cards.scryfall.io/large/front/5/9/59e483df-b58a-401e-85bc-0afda4bf7cac.jpg
MRQ;19683;https://cards.scryfall.io/large/front/d/2/d2e46d3d-7c7f-487f-8cc6-078b17c113a0.jpg
MRQ;19562;https://cards.scryfall.io/large/front/e/f/ef25d969-68d9-4580-bb29-f72bd5646a3d.jpg
MRQ;19561;https://cards.scryfall.io/large/front/c/a/ca7f7cd5-4e91-474a-9f60-a66f3f462b1c.jpg
MRQ;19564;https://cards.scryfall.io/large/front/6/2/62493f34-cea8-4d9f-8781-005947b69c9d.jpg
MRQ;19685;https://cards.scryfall.io/large/front/b/b/bbe63220-992b-459c-81ca-d4e2de273ce1.jpg
MRQ;19563;https://cards.scryfall.io/large/front/3/d/3d14352c-ac8c-45b5-b930-63822408ba3d.jpg
MRQ;19681;https://cards.scryfall.io/large/front/5/8/581ad59c-29e9-4498-a6fd-33bf21e8e7c4.jpg
MRQ;19560;https://cards.scryfall.io/large/front/9/2/9212f685-d7af-4279-b17e-7201d8f63813.jpg
MRQ;22053;https://cards.scryfall.io/large/front/8/9/89e0015e-9b16-4787-8b4f-02d8bddb1b80.jpg
MRQ;19569;https://cards.scryfall.io/large/front/f/6/f68fd547-59fb-41e6-be55-1ec17fe2840b.jpg
MRQ;19698;https://cards.scryfall.io/large/front/e/8/e8a1ffcb-40a7-423f-b28a-b5b4c1c9ffd0.jpg
MRQ;19577;https://cards.scryfall.io/large/front/2/c/2c9e4043-e7a6-4c68-aa03-ef2f88e46451.jpg
MRQ;19697;https://cards.scryfall.io/large/front/d/a/da64094f-df6e-4c43-b4ae-03aab6b92816.jpg
MRQ;19576;https://cards.scryfall.io/large/front/f/b/fb1e610e-a4a2-460b-8e4c-13674badbce3.jpg
MRQ;19578;https://cards.scryfall.io/large/front/6/a/6a926f9e-ee63-4b6e-8e5b-0650b74344a5.jpg
MRQ;19699;https://cards.scryfall.io/large/front/2/e/2e3f57af-17d4-4a4c-ae46-fe37f97466fa.jpg
MRQ;21773;https://cards.scryfall.io/large/front/b/2/b28048f1-4cf5-4389-9e69-9b5e1bc95396.jpg
MRQ;19573;https://cards.scryfall.io/large/front/0/7/07845861-f974-43b7-829c-79a4a41ac3e3.jpg
MRQ;19693;https://cards.scryfall.io/large/front/2/2/220217c5-408c-40df-8133-da16b13d4f21.jpg
MRQ;19575;https://cards.scryfall.io/large/front/0/6/067d8c46-c334-4b00-af06-2e28b6086c58.jpg
MRQ;19574;https://cards.scryfall.io/large/front/b/2/b208dad2-a412-45fd-b19a-d370426ef5b8.jpg
MRQ;19695;https://cards.scryfall.io/large/front/2/3/239e48d8-e2ba-4e25-88ef-301420c796b4.jpg
MRQ;19690;https://cards.scryfall.io/large/front/9/e/9e9b6da8-39da-4fce-89cf-ea972f981331.jpg
MRQ;19571;https://cards.scryfall.io/large/front/9/f/9ff71d13-c4b7-4125-ab10-db4abbb7a074.jpg
MRQ;19692;https://cards.scryfall.io/large/front/b/a/ba34034a-1150-41c8-a340-543f529ae07f.jpg
MRQ;19691;https://cards.scryfall.io/large/front/2/d/2d293c51-714c-45b8-bfa4-fe35e8f3fbc1.jpg
MRQ;19570;https://cards.scryfall.io/large/front/7/b/7bd03c80-7812-4704-9e07-9cf73b49c01f.jpg
MRQ;19665;https://cards.scryfall.io/large/front/e/a/eae4c25f-2005-4ac0-a5f0-2fc250520995.jpg
MRQ;20896;https://cards.scryfall.io/large/front/6/9/695de19e-801f-4f08-b44c-b0726e4aced0.jpg
MRQ;19544;https://cards.scryfall.io/large/front/0/9/0968401d-522f-4def-92a1-d504471ac54e.jpg
MRQ;19786;https://cards.scryfall.io/large/front/a/d/ad5ff149-8516-456e-af8a-3dea78715acb.jpg
MRQ;20412;https://cards.scryfall.io/large/front/1/1/113b8366-e6d0-423e-af4b-52c1e08ed446.jpg
MRQ;20411;https://cards.scryfall.io/large/front/3/d/3dc51393-de63-4ce3-ab02-c695e4448018.jpg
MRQ;19664;https://cards.scryfall.io/large/front/a/7/a7009fd8-1d80-41bb-a1b0-fea9c909c63d.jpg
MRQ;20895;https://cards.scryfall.io/large/front/1/9/19b5fff1-7a60-4e50-893a-8177cd62bf82.jpg
MRQ;19543;https://cards.scryfall.io/large/front/d/e/debe840a-ebc9-43c4-9bf7-7eb292b65bf9.jpg
MRQ;19667;https://cards.scryfall.io/large/front/a/d/adac91af-5165-4779-99f7-e75c83fa5d5d.jpg
MRQ;19546;https://cards.scryfall.io/large/front/9/e/9ece8504-389a-43e3-b178-7067722c4b75.jpg
MRQ;20894;https://cards.scryfall.io/large/front/1/9/19b5fff1-7a60-4e50-893a-8177cd62bf82.jpg
MRQ;20410;https://cards.scryfall.io/large/front/8/b/8b3048ec-bcbf-4a69-b56f-83bbe82b68e5.jpg
MRQ;19787;https://cards.scryfall.io/large/front/7/0/70147617-10e0-413d-be0a-a888b9cb6b97.jpg
MRQ;20893;https://cards.scryfall.io/large/front/1/9/19b5fff1-7a60-4e50-893a-8177cd62bf82.jpg
MRQ;19666;https://cards.scryfall.io/large/front/1/4/145903cb-9eaa-4f3c-a376-88dcd474ffda.jpg
MRQ;19545;https://cards.scryfall.io/large/front/1/7/17a58c5b-28c2-4261-992c-2ecadb721880.jpg
MRQ;19661;https://cards.scryfall.io/large/front/1/e/1eb4402a-f263-4f82-b4c0-cf0aa58dc946.jpg
MRQ;19540;https://cards.scryfall.io/large/front/7/4/744c2177-3140-48a1-95a4-2f0a27ca5b2f.jpg
MRQ;20892;https://cards.scryfall.io/large/front/1/9/19b5fff1-7a60-4e50-893a-8177cd62bf82.jpg
MRQ;19782;https://cards.scryfall.io/large/front/0/e/0e9d2e2a-c608-4787-bbd9-e1871f681b58.jpg
MRQ;19781;https://cards.scryfall.io/large/front/3/0/30d51d84-23d2-41ff-ab68-a633beddba06.jpg
MRQ;20891;https://cards.scryfall.io/large/front/7/2/72020810-bfa3-42d5-ad0d-6d02a6fe1b31.jpg
MRQ;19663;https://cards.scryfall.io/large/front/0/d/0d4f3c1d-d25e-4263-ab2b-19534c852678.jpg
MRQ;19784;https://cards.scryfall.io/large/front/6/9/690daa19-1842-4605-9bda-bf67e4ede3c4.jpg
MRQ;19542;https://cards.scryfall.io/large/front/e/0/e070ea4a-c417-405f-b788-78fb7ca2eaa5.jpg
MRQ;20890;https://cards.scryfall.io/large/front/7/2/72020810-bfa3-42d5-ad0d-6d02a6fe1b31.jpg
MRQ;19541;https://cards.scryfall.io/large/front/9/c/9cf393a3-831e-4d3a-8404-ee83f60970aa.jpg
MRQ;19780;https://cards.scryfall.io/large/front/6/3/6381774b-fb91-46cc-9bf6-6eeb4d67a165.jpg
MRQ;20899;https://cards.scryfall.io/large/front/6/9/695de19e-801f-4f08-b44c-b0726e4aced0.jpg
MRQ;20898;https://cards.scryfall.io/large/front/6/9/695de19e-801f-4f08-b44c-b0726e4aced0.jpg
MRQ;20897;https://cards.scryfall.io/large/front/6/9/695de19e-801f-4f08-b44c-b0726e4aced0.jpg
MRQ;19548;https://cards.scryfall.io/large/front/3/6/366407d8-3ed9-4809-b9bb-388ebb9ea815.jpg
MRQ;19669;https://cards.scryfall.io/large/front/a/9/a9f50964-1b57-426a-ac46-c90c045c7e40.jpg
MRQ;19789;https://cards.scryfall.io/large/front/3/b/3b083fd8-6422-4cd3-a27d-41b6d88598c2.jpg
MRQ;19547;https://cards.scryfall.io/large/front/7/5/754ae359-363b-456a-bbca-52fbfbaa86b8.jpg
MRQ;19668;https://cards.scryfall.io/large/front/4/e/4efd7ce9-b920-409d-a4d2-a07fff280712.jpg
